Exchange,Symbol,Price,+2% Depth,-2% Depth,Volume,Volume %,Confidence,Liquidity,Updated,Base,Quote
AscendEX (Bitmax),XLM/BTC,0.3509,23989.48,33922.85,164747.0,0.01,High,135.0,Recently,XLM,BTC
Blockchain.com,XLM/USD,0.3498,24408.12,17536.3,100570.0,0.01,High,132.0,Recently,XLM,USD
Crypto.com Exchange,XLM/CRO,0.3518,23185.56,38693.19,85199.0,0.01,High,64.0,Recently,XLM,CRO
Blockchain.com,XLM/EUR,0.3526,17534.87,17537.54,80891.0,0.0,High,98.0,Recently,XLM,EUR
Upbit,XLM/KRW,0.3585,473011.47,445529.97,84659709.0,5.16,Moderate,166.0,Recently,XLM,KRW
WhiteBIT,XLM/USDT,0.3503,485931.77,507674.81,20093845.0,1.23,Moderate,144.0,Recently,XLM,USDT
BtcTurk | Pro,XLM/TRY,0.3492,786144.66,249079.41,17702156.0,1.08,High,198.0,Recently,XLM,TRY
Bitbank,XLM/JPY,0.3494,376706.61,375132.34,14727567.0,0.9,High,308.0,Recently,XLM,JPY
AAX,XLM/USDT,0.3503,494688.25,22712.93,11600019.0,0.71,High,208.0,Recently,XLM,USDT
Binance TR,XLM/TRY,0.3498,-,-,7965557.0,0.49,N/A,-,Recently,XLM,TRY
Paribu,XLM/TRY,0.3475,42013.1,81347.04,5828328.0,0.36,High,149.0,Recently,XLM,TRY
Cryptology,XLM/USD,0.3501,73182503.45,27097610.4,5610480.0,0.34,Low,399.0,Recently,XLM,USD
Bitexen,XLM/TRY,0.3502,34286.47,45171.65,4558597.0,0.28,High,253.0,Recently,XLM,TRY
GokuMarket,XLM/BTC,0.3498,91273.91,81633.73,4528329.0,0.28,Low,129.0,Recently,XLM,BTC
WhiteBIT,XLM/BTC,0.3498,269261.79,267896.79,3727185.0,0.23,N/A,-,Recently,XLM,BTC
BitZ,XLM/USDT,0.3504,26818.52,26966.1,3491974.0,0.21,Low,164.0,Recently,XLM,USDT
Bitkub,XLM/THB,0.3489,87985.83,138258.15,3375449.0,0.21,High,168.0,Recently,XLM,THB
Dex-Trade,XLM/USDT,0.3504,6435.38,8789.44,3160371.0,0.19,Moderate,85.0,Recently,XLM,USDT
BtcTurk | Pro,XLM/USDT,0.3507,81678.96,80756.48,3050946.0,0.19,High,142.0,Recently,XLM,USDT
Bitvavo,XLM/EUR,0.3513,59460.36,90298.86,2586220.0,0.16,High,166.0,Recently,XLM,EUR
CoinJar,XLM/AUD,0.3501,138101.6,137588.16,2366657.0,0.14,Moderate,142.0,Recently,XLM,AUD
GokuMarket,XLM/USDT,0.35,32935.9,27065.92,2190793.0,0.13,High,272.0,Recently,XLM,USDT
GokuMarket,XLM/EUR,0.3459,67792.63,47651.59,1962546.0,0.12,High,291.0,Recently,XLM,EUR
CoinJar,XLM/USDC,0.3438,140115.29,137482.87,1958081.0,0.12,Moderate,125.0,Recently,XLM,USDC
GokuMarket,XLM/ETH,0.3503,32351.05,49563.4,1680036.0,0.1,High,321.0,Recently,XLM,ETH
CEX.IO,XLM/USD,0.3503,66206.26,63875.89,1656951.0,0.1,High,353.0,Recently,XLM,USD
Cryptology,XLM/BTC,0.3509,1058172.69,1148078.9,1655259.0,0.1,Low,230.0,Recently,XLM,BTC
XT.COM,XLM/USDT,0.3503,7609.33,17234.01,1349577.0,0.08,High,309.0,Recently,XLM,USDT
XT.COM,XLM/BTC,0.3503,702.19,4502.05,1223363.0,0.07,Low,78.0,Recently,XLM,BTC
CoinJar,XLM/BTC,0.3503,139773.27,108863.62,1041335.0,0.06,High,137.0,Recently,XLM,BTC
WOO Network,XLM/USDT,0.3503,1010842.92,782677.11,872413.0,0.05,High,355.0,Recently,XLM,USDT
ExMarkets,XLM/USDT,0.35,51485.47,51760.16,794635.0,0.05,High,163.0,Recently,XLM,USDT
ExMarkets,XLM/BTC,0.3509,38486.17,46105.66,754552.0,0.05,High,126.0,Recently,XLM,BTC
Rekeningku.com,XLM/IDR,0.3524,53048489.03,33843760.53,709557.0,0.04,High,208.0,Recently,XLM,IDR
ExMarkets,XLM/ETH,0.3503,27979.12,24819.9,705184.0,0.04,High,142.0,Recently,XLM,ETH
CoinEx,XLM/USDT,0.3516,32264.81,45536.05,687786.0,0.04,High,165.0,Recently,XLM,USDT
Bitbuy,XLM/CAD,0.3491,27467.67,32085.55,646747.0,0.04,High,-,Recently,XLM,CAD
Binance,ATOM/USDT,37.18,991852.67,1160949.96,153371342.0,17.58,High,788.0,Recently,ATOM,USDT
Coinbase Exchange,ATOM/USD,37.14,1807441.07,1650576.54,87566892.0,10.04,High,410.0,Recently,ATOM,USD
Huobi Global,ATOM/USDT,37.17,582510.24,643281.63,33644697.0,3.86,Low,371.0,Recently,ATOM,USDT
Binance,ATOM/BTC,37.16,363251.96,366017.74,25632944.0,2.94,High,532.0,Recently,ATOM,BTC
Gate.io,ATOM/USDT,37.13,717754.6,773294.31,21676646.0,2.48,High,296.0,Recently,ATOM,USDT
Binance,ATOM/BUSD,37.17,325317.66,286989.89,20719870.0,2.37,High,574.0,Recently,ATOM,BUSD
KuCoin,ATOM/USDT,37.16,895395.19,611678.5,20100524.0,2.3,High,318.0,Recently,ATOM,USDT
Binance.US,ATOM/USD,37.14,523771.79,541890.28,12936073.0,1.48,High,786.0,Recently,ATOM,USD
Kraken,ATOM/USD,37.15,701527.39,829406.04,6648086.0,0.76,High,355.0,Recently,ATOM,USD
Coinbase Exchange,ATOM/BTC,36.92,291478.25,373672.76,5853399.0,0.67,High,201.0,Recently,ATOM,BTC
Bithumb,ATOM/KRW,37.87,280595.79,312168.27,5681758.0,0.65,High,205.0,Recently,ATOM,KRW
Binance.US,ATOM/USDT,37.05,513854.63,355943.38,4057077.0,0.47,High,587.0,Recently,ATOM,USDT
Kraken,ATOM/EUR,37.16,351623.35,323702.85,3006155.0,0.34,High,312.0,Recently,ATOM,EUR
Huobi Global,ATOM/BTC,37.07,163745.45,179092.95,2564330.0,0.29,High,252.0,Recently,ATOM,BTC
Kraken,ATOM/XBT,37.13,297353.5,385174.95,2255851.0,0.26,High,275.0,Recently,ATOM,XBT
Bitfinex,ATO/USD,37.13,477145.8,373509.6,2099411.0,0.24,High,241.0,Recently,ATO,USD
Binance,ATOM/BNB,37.12,56348.33,76274.31,1767976.0,0.2,High,787.0,Recently,ATOM,BNB
Binance,ATOM/USDC,37.14,48075.11,49982.75,1755064.0,0.2,High,803.0,Recently,ATOM,USDC
Bittrex,ATOM/USDT,37.11,76482.81,30932.59,1349818.0,0.15,High,200.0,Recently,ATOM,USDT
KuCoin,ATOM/BTC,37.14,91415.17,168147.36,1238598.0,0.14,High,198.0,Recently,ATOM,BTC
KuCoin,ATOM/ETH,37.05,13536.96,151136.04,845246.0,0.1,High,156.0,Recently,ATOM,ETH
Bittrex,ATOM/BTC,37.13,123114.23,94760.05,779804.0,0.09,High,217.0,Recently,ATOM,BTC
Kraken,ATOM/ETH,37.06,148473.64,159442.4,656691.0,0.08,High,217.0,Recently,ATOM,ETH
Bittrex,ATOM/USD,37.18,151275.7,132184.17,574832.0,0.07,High,204.0,Recently,ATOM,USD
Huobi Global,ATOM/ETH,37.09,46345.49,52004.05,413627.0,0.05,High,193.0,Recently,ATOM,ETH
Bittrex,ATOM/ETH,36.99,71769.06,35770.86,284465.0,0.03,High,119.0,Recently,ATOM,ETH
Poloniex,ATOM/USDT,37.16,63760.27,25433.5,256972.0,0.03,High,164.0,Recently,ATOM,USDT
KuCoin,ATOM/UST,37.23,30145.57,30854.35,256323.0,0.03,High,130.0,Recently,ATOM,UST
Poloniex,ATOM/BTC,37.14,25635.96,23210.8,214292.0,0.02,High,190.0,Recently,ATOM,BTC
Kraken,ATOM/GBP,37.12,177723.11,15747.9,73968.0,0.01,High,165.0,Recently,ATOM,GBP
Gate.io,ATOM/BTC,36.9,25998.3,40297.52,32599.0,0.0,High,166.0,Recently,ATOM,BTC
Bitfinex,ATO/BTC,37.15,13860.73,14918.18,25958.0,0.0,High,124.0,Recently,ATO,BTC
Poloniex,ATOM/USDC,37.11,5101.94,5853.96,23471.0,0.0,High,152.0,Recently,ATOM,USDC
KuCoin,ATOM/KCS,37.21,1449.51,8706.99,19864.0,0.0,High,67.0,Recently,ATOM,KCS
Kraken,ATOM/AUD,37.21,5311.53,2827.52,18201.0,0.0,High,87.0,Recently,ATOM,AUD
Bitfinex,ATO/ETH,37.16,2470.07,6197.38,6727.0,0.0,High,65.0,Recently,ATO,ETH
Liquid,ATOM/USDT,36.05,1673.67,3685.08,1926.0,0.0,High,72.0,Recently,ATOM,USDT
OKEx,ATOM/USDT,37.17,300966.04,301145.14,111020130.0,12.72,Low,329.0,Recently,ATOM,USDT
OKEx,ATOM/BTC,37.14,220134.11,220160.58,15576757.0,1.79,Moderate,283.0,Recently,ATOM,BTC
AscendEX (Bitmax),ATOM/USDT,37.09,235317.2,241187.7,5497641.0,0.63,High,224.0,Recently,ATOM,USDT
Phemex,ATOM/USDT,37.18,-,-,3766728.0,0.43,N/A,-,Recently,ATOM,USDT
Crypto.com Exchange,ATOM/BTC,37.11,524914.88,585817.96,2730561.0,0.31,High,227.0,Recently,ATOM,BTC
LBank,ATOM/USDT,36.93,717372.93,720230.31,1586856.0,0.18,Low,114.0,Recently,ATOM,USDT
PancakeSwap (V2),ATOM/WBNB,37.2,-,-,1153503.0,0.13,High,-,Recently,ATOM,WBNB
AscendEX (Bitmax),ATOM/BTC,37.16,90757.36,98804.74,841965.0,0.1,High,176.0,Recently,ATOM,BTC
Indodax,ATOM/IDR,37.15,159221.45,135655.53,832306.0,0.1,High,169.0,Recently,ATOM,IDR
Crypto.com Exchange,ATOM/CRO,37.28,262424.25,215479.85,714636.0,0.08,High,89.0,Recently,ATOM,CRO
ZB.COM,ATOM/QC,37.12,15867.06,7907.2,641708.0,0.07,Low,93.0,Recently,ATOM,QC
WazirX,ATOM/INR,37.85,18672.37,4835.23,527794.0,0.06,High,79.0,Recently,ATOM,INR
ZB.COM,ATOM/USDT,37.05,29799.4,29635.86,451428.0,0.05,Moderate,122.0,Recently,ATOM,USDT
OKEx,ATOM/ETH,37.11,28117.63,27487.24,107443.0,0.01,High,175.0,Recently,ATOM,ETH
WazirX,ATOM/USDT,36.9,3006.83,5027.94,70878.0,0.01,High,59.0,Recently,ATOM,USDT
Okcoin,ATOM/USD,37.26,19673.49,15301.46,21270.0,0.0,High,134.0,Recently,ATOM,USD
ProBit Global,ATOM/USDT,37.12,452.83,3005.06,15947.0,0.0,High,58.0,Recently,ATOM,USDT
WazirX,ATOM/BTC,37.17,16127.02,16283.89,4246.0,0.0,High,57.0,Recently,ATOM,BTC
Upbit,ATOM/KRW,37.94,562114.11,1259163.41,68416887.0,7.84,Moderate,200.0,Recently,ATOM,KRW
BtcTurk | Pro,ATOM/TRY,36.95,1417510.55,437294.14,21343231.0,2.45,High,284.0,Recently,ATOM,TRY
Biconomy,ATOM/USDT,37.1,85132.21,75163.07,18421903.0,2.11,Low,87.0,Recently,ATOM,USDT
Paribu,ATOM/TRY,36.73,5999265.11,334830.98,7305549.0,0.84,High,226.0,Recently,ATOM,TRY
XT.COM,ATOM/USDT,37.07,14745.73,139102.3,3724915.0,0.43,High,422.0,Recently,ATOM,USDT
BitZ,ATOM/USDT,37.07,305366.65,60178.24,3363619.0,0.39,Low,227.0,Recently,ATOM,USDT
WOO Network,ATOM/USDT,37.07,1607817.31,2110291.28,2303951.0,0.26,High,375.0,Recently,ATOM,USDT
BtcTurk | Pro,ATOM/USDT,37.08,202031.09,227007.63,2211188.0,0.25,High,185.0,Recently,ATOM,USDT
CoinEx,ATOM/USDT,37.21,60827.17,44674.97,970407.0,0.11,High,165.0,Recently,ATOM,USDT
CEX.IO,ATOM/USD,37.1,67922.36,65860.03,853334.0,0.1,High,248.0,Recently,ATOM,USD
CoinDCX,ATOM/INR,38.08,3540.89,314.78,689536.0,0.08,High,37.0,Recently,ATOM,INR
CoinDCX,ATOM/USDT,37.05,899665.7,1285100.61,646763.0,0.07,High,362.0,Recently,ATOM,USDT
Bitbns,ATOM/INR,38.16,911792.16,1842164.13,558034.0,0.06,High,99.0,Recently,ATOM,INR
ZebPay,ATOM/USDT,37.09,46750.53,1315.3,220214.0,0.03,High,161.0,Recently,ATOM,USDT
NovaDAX,ATOM/BRL,36.97,72022.61,68931.05,186786.0,0.02,High,134.0,Recently,ATOM,BRL
ZebPay,ATOM/INR,37.76,6344.26,1144.77,167579.0,0.02,High,58.0,Recently,ATOM,INR
XT.COM,ATOM/USDC,37.0,300.89,251.23,117189.0,0.01,Low,39.0,Recently,ATOM,USDC
EXMO,ATOM/USD,37.3,5919.43,3546.63,82006.0,0.01,High,68.0,Recently,ATOM,USD
CoinEx,ATOM/BTC,37.1,13709.92,15031.54,20677.0,0.0,High,124.0,Recently,ATOM,BTC
EXMO,ATOM/BTC,36.92,-,866.68,8745.0,0.0,High,32.0,Recently,ATOM,BTC
CoinEx,ATOM/BCH,37.51,12310.57,1164.68,7995.0,0.0,High,42.0,Recently,ATOM,BCH
BtcTurk | Pro,ATOM/BTC,37.52,2306.73,26899.62,6556.0,0.0,High,24.0,Recently,ATOM,BTC
BitTurk,ATOM/TRY,36.57,596.21,408.38,6216.0,0.0,N/A,14.0,Recently,ATOM,TRY
CEX.IO,ATOM/USDT,36.89,1271.14,1292.89,5371.0,0.0,High,55.0,Recently,ATOM,USDT
NovaDAX,ATOM/USDT,37.15,28676.68,23141.81,5352.0,0.0,High,84.0,Recently,ATOM,USDT
EXMO,ATOM/EUR,40.2,302.65,101.98,5053.0,0.0,High,15.0,Recently,ATOM,EUR
CEX.IO,ATOM/GBP,37.15,4367.21,1122.45,4140.0,0.0,High,40.0,Recently,ATOM,GBP
CEX.IO,ATOM/EUR,37.45,1148.92,1866.82,2450.0,0.0,High,33.0,Recently,ATOM,EUR
CoinDCX,ATOM/BTC,37.02,9135613.03,4783094.62,1768.0,0.0,High,319.0,Recently,ATOM,BTC
HitBTC,ATOM/USD,37.19,2137263.04,754955.67,58871229.0,6.75,Low,215.0,Recently,ATOM,USD
BiONE,ATOM/USDT,37.03,10786.23,6190.73,26826206.0,3.07,Low,92.0,Recently,ATOM,USDT
BitMart,ATOM/BTC,37.05,28875.13,8730.98,16122585.0,1.85,Low,75.0,Recently,ATOM,BTC
DigiFinex,ATOM/USDT,37.05,39771.27,399896.02,10773633.0,1.23,High,458.0,Recently,ATOM,USDT
BitMart,ATOM/USDT,37.05,37238.59,36929.68,8106220.0,0.93,Low,110.0,Recently,ATOM,USDT
Bibox,ATOM/USDT,36.88,29840.94,46778.63,6109387.0,0.7,Low,277.0,Recently,ATOM,USDT
BKEX,ATOM/USDT,37.08,251434.07,304028.69,6010359.0,0.69,Low,239.0,Recently,ATOM,USDT
AEX,ATOM/USDT,37.11,248683.62,218832.67,5849324.0,0.67,High,265.0,Recently,ATOM,USDT
LATOKEN,ATOM/USDT,37.22,196355.28,43768.09,5605805.0,0.64,Moderate,116.0,Recently,ATOM,USDT
HitBTC,ATOM/BTC,37.11,1819248.84,794862.5,4623148.0,0.53,High,199.0,Recently,ATOM,BTC
OceanEx,ATOM/USDT,37.11,4624.46,6059.64,2656144.0,0.3,Low,70.0,Recently,ATOM,USDT
DigiFinex,ATOM/BTC,37.06,465168.66,703926.08,2506338.0,0.29,High,151.0,Recently,ATOM,BTC
BTSE,ATOM/USD,37.09,1248441.28,1369422.66,2379878.0,0.27,Low,157.0,Recently,ATOM,USD
VCC Exchange,ATOM/USDT,37.05,-,-,2189702.0,0.25,Moderate,-,Recently,ATOM,USDT
Hoo,ATOM/USDT,37.1,82394.36,38543.53,1709334.0,0.2,Moderate,106.0,Recently,ATOM,USDT
VCC Exchange,ATOM/BTC,37.1,-,-,1697157.0,0.19,High,-,Recently,ATOM,BTC
Binance,FIL/USDT,71.7,1392903.66,1764057.5,335524964.0,28.06,High,548.0,Recently,FIL,USDT
Huobi Global,FIL/USDT,71.7,1362026.77,1315950.11,246223974.0,20.59,Low,545.0,Recently,FIL,USDT
Gate.io,FIL/USDT,71.66,496571.91,723717.76,37286788.0,3.12,High,409.0,Recently,FIL,USDT
Coinbase Exchange,FIL/USD,71.68,1187239.6,1461434.45,34736926.0,2.9,High,532.0,Recently,FIL,USD
Binance,FIL/BUSD,71.63,272308.13,207302.95,15492865.0,1.3,High,660.0,Recently,FIL,BUSD
Binance,FIL/BTC,71.63,411034.25,488979.17,12561534.0,1.05,High,913.0,Recently,FIL,BTC
Gemini,FIL/USD,71.54,650443.37,610704.09,4737781.0,0.4,High,255.0,Recently,FIL,USD
KuCoin,FIL/USDT,71.67,702635.68,559610.28,4691787.0,0.39,High,338.0,Recently,FIL,USDT
Kraken,FIL/USD,71.61,946580.95,931164.25,4294329.0,0.36,High,438.0,Recently,FIL,USD
Coinbase Exchange,FIL/BTC,71.61,489157.54,579996.44,4040134.0,0.34,High,340.0,Recently,FIL,BTC
Huobi Global,FIL/BTC,71.63,282932.17,383885.91,3923172.0,0.33,High,278.0,Recently,FIL,BTC
Binance.US,FIL/USDT,71.75,97087.93,99960.26,2621100.0,0.22,High,826.0,Recently,FIL,USDT
Binance,FIL/BNB,71.57,149945.91,246674.25,2506618.0,0.21,High,691.0,Recently,FIL,BNB
Coinbase Exchange,FIL/EUR,71.43,358857.11,256966.33,1850784.0,0.15,High,285.0,Recently,FIL,EUR
Bitfinex,FIL/UST,71.56,323598.85,482545.41,1848297.0,0.15,High,255.0,Recently,FIL,UST
Bitfinex,FIL/USD,71.66,1039178.67,485866.6,1629785.0,0.14,High,267.0,Recently,FIL,USD
Binance.US,FIL/USD,71.56,146871.88,188675.86,1463293.0,0.12,High,726.0,Recently,FIL,USD
Kraken,FIL/EUR,71.61,478718.53,466047.24,1403381.0,0.12,High,358.0,Recently,FIL,EUR
Coinbase Exchange,FIL/GBP,71.53,285187.73,311142.25,1118617.0,0.09,High,290.0,Recently,FIL,GBP
Huobi Global,FIL/HUSD,71.5,37465.0,46668.55,961433.0,0.08,High,224.0,Recently,FIL,HUSD
Huobi Global,FIL/ETH,71.66,76291.04,76875.83,909526.0,0.08,High,255.0,Recently,FIL,ETH
Kraken,FIL/GBP,71.39,229059.56,193340.26,195992.0,0.02,High,235.0,Recently,FIL,GBP
Kraken,FIL/XBT,71.45,152683.73,182949.09,150692.0,0.01,High,248.0,Recently,FIL,XBT
Gate.io,FIL/ETH,71.35,4717.52,4111.61,103046.0,0.01,High,78.0,Recently,FIL,ETH
Bittrex,FIL/USDT,71.31,517.21,8575.87,75352.0,0.01,High,50.0,Recently,FIL,USDT
Bittrex,FIL/BTC,71.48,27551.48,35168.18,27332.0,0.0,High,176.0,Recently,FIL,BTC
Gate.io,FIL/BTC,71.63,3585.12,7861.37,25819.0,0.0,High,99.0,Recently,FIL,BTC
Kraken,FIL/ETH,71.28,26926.85,35233.96,21252.0,0.0,High,185.0,Recently,FIL,ETH
Bittrex,FIL/USD,71.85,1113.76,13412.49,16688.0,0.0,High,51.0,Recently,FIL,USD
Bittrex,FIL/ETH,71.95,852.18,13562.24,5877.0,0.0,High,34.0,Recently,FIL,ETH
Kraken,FIL/AUD,69.97,-,3518.24,3539.0,0.0,High,47.0,Recently,FIL,AUD
OKEx,FIL/USDT,71.69,320880.99,350633.46,142222266.0,11.89,Low,427.0,Recently,FIL,USDT
ZB.COM,FIL/QC,71.48,230304.04,192566.6,9883791.0,0.83,Low,128.0,Recently,FIL,QC
Phemex,FIL/USDT,71.72,-,-,5474768.0,0.46,N/A,-,Recently,FIL,USDT
OKEx,FIL/BTC,71.63,154799.54,162043.09,5467842.0,0.46,High,251.0,Recently,FIL,BTC
ZB.COM,FIL/USDT,71.72,456555.57,185040.79,3644816.0,0.3,Low,194.0,Recently,FIL,USDT
LBank,FIL/USDT,71.56,578615.91,371168.5,2520313.0,0.21,Low,168.0,Recently,FIL,USDT
Crypto.com Exchange,FIL/USDT,71.56,568862.65,539821.52,767199.0,0.06,High,233.0,Recently,FIL,USDT
Crypto.com Exchange,FIL/BTC,71.63,290861.13,294067.18,410751.0,0.03,High,239.0,Recently,FIL,BTC
PancakeSwap (V2),FIL/WBNB,71.73,-,-,352466.0,0.03,High,-,Recently,FIL,WBNB
Coinlist Pro,FIL/USD,71.55,646172.35,579604.6,309769.0,0.03,High,188.0,Recently,FIL,USD
AscendEX (Bitmax),FIL/USDT,71.58,81259.52,65295.18,283304.0,0.02,High,198.0,Recently,FIL,USDT
OKEx,FIL/ETH,71.75,51454.01,79058.28,252500.0,0.02,High,112.0,Recently,FIL,ETH
Coinlist Pro,FIL/USDT,71.5,648250.01,734493.62,140205.0,0.01,High,196.0,Recently,FIL,USDT
Bitglobal,FIL/USDT,71.77,218.31,3506.18,116020.0,0.01,High,31.0,Recently,FIL,USDT
WazirX,FIL/INR,71.89,4289.2,1125.13,84650.0,0.01,High,37.0,Recently,FIL,INR
Indodax,FIL/IDR,71.46,17915.26,14509.38,70749.0,0.01,High,114.0,Recently,FIL,IDR
WazirX,FIL/USDT,71.28,3273.57,2086.71,26237.0,0.0,High,53.0,Recently,FIL,USDT
Huobi Indonesia,FIL/USDT,71.58,749675.6,1563166.09,2905.0,0.0,High,583.0,Recently,FIL,USDT
PancakeSwap,FIL/WBNB,67.73,-,-,534.79,0.0,High,-,Recently,FIL,WBNB
WOO Network,FIL/USDT,71.59,2374246.05,2893760.46,15563659.0,1.3,High,549.0,Recently,FIL,USDT
AAX,FIL/USDT,71.61,1099086.93,284707.6,5714607.0,0.48,High,246.0,Recently,FIL,USDT
Upbit,FIL/BTC,71.33,126445.75,122718.36,5015875.0,0.42,High,133.0,Recently,FIL,BTC
BitZ,FIL/USDT,71.58,299946.41,326363.28,4429701.0,0.37,Low,189.0,Recently,FIL,USDT
BtcTurk | Pro,FIL/TRY,71.34,3752765.62,241859.39,2850802.0,0.24,High,217.0,Recently,FIL,TRY
BabySwap,FIL/USDT,71.56,-,-,1139519.0,0.1,N/A,-,Recently,FIL,USDT
MDEX,USDT/HFIL,72.01,-,-,1021473.0,0.09,N/A,-,Recently,USDT,HFIL
Bitbns,FIL/INR,73.78,3165746.17,2253814.37,566058.0,0.05,High,93.0,Recently,FIL,INR
BtcTurk | Pro,FIL/USDT,71.7,90851.07,65303.79,562171.0,0.05,High,134.0,Recently,FIL,USDT
CoinEx,FIL/USDT,71.6,25406.91,46330.58,394639.0,0.03,High,165.0,Recently,FIL,USDT
CoinDCX,FIL/INR,74.19,1832.43,3610.48,164823.0,0.01,High,76.0,Recently,FIL,INR
Deepcoin,FIL/USDT,71.6,1301707.51,5336578.34,137716.0,0.01,Low,480.0,Recently,FIL,USDT
Flybit,FIL/USDT,71.61,754.0,948.05,88643.0,0.01,Moderate,33.0,Recently,FIL,USDT
CoinDCX,FIL/USDT,71.57,921460.55,1664318.87,55776.0,0.0,High,617.0,Recently,FIL,USDT
MDEX,MDX/FIL,71.61,-,-,54854.0,0.0,N/A,-,Recently,MDX,FIL
CoinEx,FIL/BTC,71.61,9219.86,15661.1,32182.0,0.0,High,126.0,Recently,FIL,BTC
NovaDAX,FIL/BRL,70.92,35398.38,38100.67,2292.0,0.0,High,126.0,Recently,FIL,BRL
NovaDAX,FIL/USDT,72.21,28182.21,69714.35,1068.0,0.0,High,126.0,Recently,FIL,USDT
Giottus,FIL/USDT,71.56,-,-,882.56,0.0,N/A,-,Recently,FIL,USDT
MDEX,WHT/FIL,71.61,-,-,114.71,0.0,N/A,-,Recently,WHT,FIL
Hoo,FIL/USDT,71.59,6466725.96,676765.86,85441690.0,7.14,Moderate,491.0,Recently,FIL,USDT
DigiFinex,FIL/USDT,71.58,162964.23,1338780.09,47652928.0,3.98,Moderate,337.0,Recently,FIL,USDT
AEX,FIL/USDT,71.61,810749.67,745623.69,33594912.0,2.81,Moderate,337.0,Recently,FIL,USDT
Bibox,FIL/USDT,71.97,116102.04,81058.66,27662909.0,2.31,Low,444.0,Recently,FIL,USDT
BKEX,FIL/USDT,71.6,195690.55,260567.7,13559390.0,1.13,Low,286.0,Recently,FIL,USDT
CoinTiger,FIL/USDT,71.53,80451.1,77550.38,11989291.0,1.0,Low,422.0,Recently,FIL,USDT
BitForex,FIL/USDT,71.61,114047.38,28728.98,9329483.0,0.78,High,319.0,Recently,FIL,USDT
BiKi,FIL/USDT,71.61,70410.15,57198.8,7826815.0,0.65,Low,178.0,Recently,FIL,USDT
TOKOK,FIL/USDT,71.6,13724.05,11016.2,4494512.0,0.38,Low,63.0,Recently,FIL,USDT
BitMart,FIL/USDT,71.56,629905.55,355575.91,3950805.0,0.33,Moderate,157.0,Recently,FIL,USDT
BW.com,FIL/USDT,71.56,2465.44,2409.7,3283176.0,0.27,Low,35.0,Recently,FIL,USDT
VCC Exchange,FIL/USDT,71.56,-,-,2881730.0,0.24,N/A,-,Recently,FIL,USDT
MEXC,FIL/USDT,71.57,148954.82,147412.38,2865028.0,0.24,High,314.0,Recently,FIL,USDT
BiONE,FIL/USDT,71.61,-,-,2833303.0,0.24,N/A,-,Recently,FIL,USDT
Pionex,FIL/USDT,71.6,1213769.87,1189701.2,2683841.0,0.22,High,325.0,Recently,FIL,USDT
Dcoin,FIL/USDT,71.6,10957.71,12103.4,2298346.0,0.19,Moderate,181.0,Recently,FIL,USDT
DigiFinex,FIL/BTC,71.71,626333.49,995927.36,1609880.0,0.13,High,134.0,Recently,FIL,BTC
ZBG,FIL/USDT,71.72,87687.01,1541454.31,1077772.0,0.09,Low,-,Recently,FIL,USDT
Pionex,FIL/BTC,71.58,258415.68,215902.43,287954.0,0.02,High,167.0,Recently,FIL,BTC
Coinsuper,FIL/USDT,71.5,22508.82,22362.25,121656.0,0.01,High,17.0,Recently,FIL,USDT
OceanEx,FIL/USDT,71.67,-,134.88,73852.0,0.01,Low,13.0,Recently,FIL,USDT
Pionex,FIL/ETH,71.61,63637.18,65352.98,45103.0,0.0,High,213.0,Recently,FIL,ETH
Hotbit,FIL/USDT,71.55,210818.2,208557.55,29336.0,0.0,High,128.0,Recently,FIL,USDT
Hotbit,FIL/BTC,71.53,121536.76,105414.18,83.26,0.0,High,93.0,Recently,FIL,BTC
Coinone,FIL/KRW,73.25,132312.27,407216.8,** 2834001,0.0,High,146.0,Recently,FIL,KRW
Korbit,FIL/KRW,72.92,164864.67,133837.41,** 816816,0.0,High,138.0,Recently,FIL,KRW
Tokocrypto,FIL/USDT,71.6,552258.62,415226.67,** 58321,0.0,High,463.0,Recently,FIL,USDT
Tokocrypto,FIL/BUSD,71.5,603.04,328.67,** 1394,0.0,High,305.0,Recently,FIL,BUSD
Huobi Indonesia,FIL/BTC,71.63,299182.72,349762.7,** 0.00,0.0,High,276.0,Recently,FIL,BTC
Huobi Indonesia,FIL/ETH,71.66,77522.18,76622.31,** 0.00,0.0,High,257.0,Recently,FIL,ETH
Binance,VET/USDT,0.1113,745820.92,1377200.82,105178926.0,20.7,High,679.0,Recently,VET,USDT
Binance,VET/BTC,0.1113,1145451.69,1645957.65,21274582.0,4.19,High,853.0,Recently,VET,BTC
Binance.US,VET/USD,0.1117,395280.28,763961.24,21036545.0,4.14,High,844.0,Recently,VET,USD
Binance,VET/BUSD,0.1117,363317.74,350719.48,19619663.0,3.86,High,501.0,Recently,VET,BUSD
KuCoin,VET/USDT,0.1114,1084222.21,770526.54,16939057.0,3.33,High,396.0,Recently,VET,USDT
Huobi Global,VET/USDT,0.1113,219468.48,306498.11,12789179.0,2.52,Moderate,335.0,Recently,VET,USDT
Binance.US,VET/USDT,0.1116,269209.4,354663.71,7777320.0,1.53,High,874.0,Recently,VET,USDT
Gate.io,VET/USDT,0.1114,520132.08,600843.26,6374332.0,1.25,High,286.0,Recently,VET,USDT
