Exchange,Symbol,Price,+2% Depth,-2% Depth,Volume,Volume %,Confidence,Liquidity,Updated,Base,Quote
ZB.COM,DOGE/QC,0.2422,70610.63,256823.8,6620367.0,0.21,Low,192.0,Recently,DOGE,QC
Crypto.com Exchange,DOGE/USDT,0.2422,792163.63,698771.42,6198543.0,0.2,High,327.0,Recently,DOGE,USDT
OKEx,DOGE/BTC,0.2422,200000.45,193533.76,3808931.0,0.12,Moderate,180.0,Recently,DOGE,BTC
Indodax,DOGE/IDR,0.2427,254068.66,341440.5,3507232.0,0.11,High,246.0,Recently,DOGE,IDR
eToroX,DOGE/USD,0.2433,4003445.33,4805122.39,2693001.0,0.08,High,88.0,Recently,DOGE,USD
ProBit Global,DOGE/USDT,0.2424,9835.6,74412.48,2464147.0,0.08,High,84.0,Recently,DOGE,USDT
AscendEX (Bitmax),DOGE/USDT,0.242,171433.12,117581.52,2144894.0,0.07,High,242.0,Recently,DOGE,USDT
ProBit Global,DOGE/BTC,0.2425,9597.16,102015.0,1644662.0,0.05,High,84.0,Recently,DOGE,BTC
Crypto.com Exchange,DOGE/BTC,0.2421,449652.47,392008.76,1643165.0,0.05,High,278.0,Recently,DOGE,BTC
AscendEX (Bitmax),DOGE/BTC,0.2424,104707.06,126385.09,1638262.0,0.05,High,176.0,Recently,DOGE,BTC
OKEx,DOGE/ETH,0.2425,171955.61,173418.63,1005635.0,0.03,High,179.0,Recently,DOGE,ETH
Crypto.com Exchange,DOGE/USDC,0.2424,556027.3,547513.2,999446.0,0.03,High,279.0,Recently,DOGE,USDC
WazirX,DOGE/USDT,0.2438,12492.47,13090.36,402795.0,0.01,High,68.0,Recently,DOGE,USDT
Okcoin,DOGE/USD,0.2428,25276.25,28133.36,264953.0,0.01,High,181.0,Recently,DOGE,USD
WazirX,DOGE/WRX,0.2416,3210.5,13409.31,109134.0,0.0,High,62.0,Recently,DOGE,WRX
OKEx,DOGE/USDK,0.2421,54803.63,4306.61,93458.0,0.0,High,81.0,Recently,DOGE,USDK
ProBit,DOGE/USDT,0.2422,36331.49,93425.45,87188.0,0.0,High,81.0,Recently,DOGE,USDT
Crypto.com Exchange,DOGE/CRO,0.2437,56133.05,96752.42,75149.0,0.0,High,105.0,Recently,DOGE,CRO
Coinlist Pro,DOGE/USD,0.2424,32548.46,70160.94,32519.0,0.0,High,185.0,Recently,DOGE,USD
Coinlist Pro,DOGE/USDT,0.2424,32766.37,59412.63,22046.0,0.0,High,176.0,Recently,DOGE,USDT
Blockchain.com,DOGE/USD,0.253,6551.57,831.33,7066.0,0.0,High,24.0,Recently,DOGE,USD
PancakeSwap,DOGE/BUSD,0.2421,-,-,6140.0,0.0,High,-,Recently,DOGE,BUSD
50x,DOGE/USDC,0.1971,149.46,522.55,112.76,0.0,High,14.0,Recently,DOGE,USDC
Huobi Indonesia,DOGE/USDT,0.2423,1240899.15,1333911.65,90.27,0.0,High,495.0,Recently,DOGE,USDT
Blockchain.com,DOGE/USDT,0.2403,495.85,-,27.89,0.0,High,3.0,Recently,DOGE,USDT
50x,DOGE/BTC,0.2509,149.21,6293.11,19.05,0.0,N/A,-,Recently,DOGE,BTC
50x,DOGE/USDT,0.2374,149.21,710.25,18.02,0.0,High,13.0,Recently,DOGE,USDT
50x,DOGE/DAI,0.23,-,-,10.12,0.0,High,3.0,Recently,DOGE,DAI
Upbit,DOGE/KRW,0.2485,1943843.98,7317465.82,198336916.0,6.24,Low,162.0,Recently,DOGE,KRW
WhiteBIT,DOGE/USDT,0.2423,1677082.94,2105163.84,88034706.0,2.77,Moderate,264.0,Recently,DOGE,USDT
Binance TR,DOGE/TRY,0.242,-,-,42610568.0,1.34,N/A,-,Recently,DOGE,TRY
XT.COM,DOGE/USDT,0.2423,33582.37,1036885.6,37069434.0,1.17,Low,571.0,Recently,DOGE,USDT
Paribu,DOGE/TRY,0.2414,351247.72,1779612.76,34569602.0,1.09,High,333.0,Recently,DOGE,TRY
WOO Network,DOGE/USDT,0.2423,2810370.55,3112279.28,22804380.0,0.72,High,513.0,Recently,DOGE,USDT
Bitexen,DOGE/TRY,0.2417,142013.45,194931.29,22162405.0,0.7,Moderate,179.0,Recently,DOGE,TRY
BtcTurk | Pro,DOGE/TRY,0.2411,273494.0,373947.28,14987872.0,0.47,High,268.0,Recently,DOGE,TRY
CoinEx,DOGE/USDT,0.2424,340423.8,504765.54,14094847.0,0.44,High,351.0,Recently,DOGE,USDT
AAX,DOGE/USDT,0.2424,564314.05,2211001.79,14074445.0,0.44,Moderate,178.0,Recently,DOGE,USDT
Bitkub,DOGE/THB,0.2413,395543.71,760283.32,9482501.0,0.3,High,219.0,Recently,DOGE,THB
GokuMarket,DOGE/USDT,0.2423,35170.25,53391.47,8102208.0,0.26,Low,161.0,Recently,DOGE,USDT
BitZ,DOGE/USDT,0.2423,638716.38,484174.79,6843798.0,0.22,Low,559.0,Recently,DOGE,USDT
GokuMarket,DOGE/BTC,0.242,88538.53,74576.94,5818303.0,0.18,Low,89.0,Recently,DOGE,BTC
BitWell,DOGE/USDT,0.242,228752.92,236032.47,5690525.0,0.18,Low,158.0,Recently,DOGE,USDT
B2BX,DOGE/USDT,0.2421,2132423.59,1835442.98,4936203.0,0.16,High,-,Recently,DOGE,USDT
Binance,LUNA/USDT,46.36,968023.06,2004141.32,316961840.0,19.58,High,846.0,Recently,LUNA,USDT
KuCoin,LUNA/USDT,46.35,4435963.52,2518428.57,186060489.0,11.49,Moderate,424.0,Recently,LUNA,USDT
Huobi Global,LUNA/USDT,46.34,1013975.08,423630.44,119361558.0,7.37,Low,328.0,Recently,LUNA,USDT
Gate.io,LUNA/USDT,46.43,650387.95,628922.54,85027464.0,5.25,Moderate,291.0,Recently,LUNA,USDT
Binance,LUNA/BUSD,46.33,791486.6,1030005.22,80767783.0,4.99,High,662.0,Recently,LUNA,BUSD
Binance,LUNA/BTC,46.33,557671.36,819488.23,77095622.0,4.76,High,510.0,Recently,LUNA,BTC
Bitfinex,LUNA/USD,46.4,-,-,70972344.0,4.38,N/A,-,Recently,LUNA,USD
Bitfinex,LUNA/UST,46.44,-,-,44534304.0,2.75,N/A,-,Recently,LUNA,UST
Huobi Global,LUNA/BTC,46.34,498359.08,88170.76,37412407.0,2.31,Low,281.0,Recently,LUNA,BTC
KuCoin,LUNA/BTC,46.38,1084123.94,114224.9,24574771.0,1.52,High,242.0,Recently,LUNA,BTC
Binance,LUNA/EUR,45.86,166248.73,151959.9,23523913.0,1.45,High,708.0,Recently,LUNA,EUR
Huobi Global,LUNA/HT,46.46,16273.13,20102.48,21616928.0,1.34,Low,163.0,Recently,LUNA,HT
KuCoin,LUNA/UST,46.34,431442.76,445938.63,20716060.0,1.28,High,237.0,Recently,LUNA,UST
Binance,LUNA/BNB,46.39,206426.31,328240.15,13075468.0,0.81,High,551.0,Recently,LUNA,BNB
Bithumb,LUNA/KRW,46.26,614498.85,24852.61,12698448.0,0.78,High,189.0,Recently,LUNA,KRW
Gemini,LUNA/USD,46.6,256643.4,286684.95,2690309.0,0.17,High,145.0,Recently,LUNA,USD
Bittrex,LUNA/USDT,46.38,510012.96,47460.71,2479681.0,0.15,High,232.0,Recently,LUNA,USDT
Bittrex,LUNA/BTC,46.36,272752.03,18027.94,2161982.0,0.13,High,119.0,Recently,LUNA,BTC
KuCoin,LUNA/KCS,46.37,23630.45,29047.62,198034.0,0.01,High,111.0,Recently,LUNA,KCS
Gate.io,LUNA/ETH,46.42,778.08,4417.33,79156.0,0.0,High,70.0,Recently,LUNA,ETH
OKEx,LUNA/USDT,46.35,830329.24,899417.48,198760790.0,12.28,Low,301.0,Recently,LUNA,USDT
OKEx,LUNA/BTC,46.35,551727.73,571900.78,53215104.0,3.29,Low,249.0,Recently,LUNA,BTC
Bitglobal,LUNA/USDT,38.14,2076.9,386.65,24847558.0,1.53,Low,20.0,Recently,LUNA,USDT
Crypto.com Exchange,LUNA/USDT,46.51,281687.23,285191.95,10766891.0,0.67,High,281.0,Recently,LUNA,USDT
Phemex,LUNA/USDT,46.42,-,-,7728583.0,0.48,N/A,-,Recently,LUNA,USDT
Crypto.com Exchange,LUNA/USDC,46.51,302031.67,282514.48,1253291.0,0.08,High,231.0,Recently,LUNA,USDC
WazirX,LUNA/INR,47.7,7877.39,7387.61,728216.0,0.04,High,73.0,Recently,LUNA,INR
WazirX,LUNA/USDT,46.37,20083.92,2161.15,154641.0,0.01,High,48.0,Recently,LUNA,USDT
LBank,LUNA/USDT,46.55,34040.25,24534.41,72302.0,0.0,High,200.0,Recently,LUNA,USDT
WazirX,LUNA/WRX,46.93,658.44,-,11800.0,0.0,High,17.0,Recently,LUNA,WRX
Upbit,LUNA/BTC,46.56,509276.65,26132.44,5307013.0,0.33,High,127.0,Recently,LUNA,BTC
XT.COM,luna/usdt,46.5,47439.19,376868.81,2196010.0,0.14,High,602.0,Recently,luna,usdt
Giottus,LUNA/USDT,46.44,-,-,1641121.0,0.1,N/A,-,Recently,LUNA,USDT
CoinEx,LUNA/USDT,46.41,92471.27,87373.49,1393244.0,0.09,High,139.0,Recently,LUNA,USDT
Bitbns,LUNA/INR,48.29,228703.09,215059.49,835959.0,0.05,High,77.0,Recently,LUNA,INR
CoinDCX,LUNA/USDT,46.48,960837.06,10429391.6,571568.0,0.04,High,406.0,Recently,LUNA,USDT
CoinDCX,LUNA/INR,48.26,505.17,1804.65,31838.0,0.0,High,53.0,Recently,LUNA,INR
BW.com,LUNA/USDT,45.55,6999.34,6581.15,53800097.0,3.32,Low,43.0,Recently,LUNA,USDT
Pionex,LUNA/USDT,46.52,769433.32,454476.67,38753322.0,2.39,Moderate,241.0,Recently,LUNA,USDT
DigiFinex,LUNA/USDT,46.51,376079.72,213418.48,35293735.0,2.18,High,420.0,Recently,LUNA,USDT
Pionex,LUNA/BTC,46.5,429246.02,235850.06,11578070.0,0.72,High,237.0,Recently,LUNA,BTC
BitMart,LUNA/USDT,46.37,13164.29,14009.39,8453749.0,0.52,Low,62.0,Recently,LUNA,USDT
BKEX,LUNA/USDT,46.51,182402.98,237751.19,6701913.0,0.41,Low,323.0,Recently,LUNA,USDT
BiONE,LUNA/USDT,46.52,22870.29,80597.46,4381431.0,0.27,Low,93.0,Recently,LUNA,USDT
VCC Exchange,LUNA/BTC,46.56,-,-,3653770.0,0.23,N/A,-,Recently,LUNA,BTC
VCC Exchange,LUNA/USDT,46.42,-,-,3147778.0,0.19,N/A,-,Recently,LUNA,USDT
MEXC,LUNA/USDT,46.46,817870.62,922094.49,2372559.0,0.15,Moderate,208.0,Recently,LUNA,USDT
Bitrue,LUNA/USDT,44.5,24284.77,4427.65,833278.0,0.05,High,110.0,Recently,LUNA,USDT
BitBay,LUNA/PLN,45.54,228309.63,150440.88,656985.0,0.04,High,98.0,Recently,LUNA,PLN
Bitrue,LUNA/BTC,44.7,139.25,319.81,344061.0,0.02,Low,9.0,Recently,LUNA,BTC
AEX,LUNA/USDT,46.58,477033.08,459148.43,256045.0,0.02,High,156.0,Recently,LUNA,USDT
Hotbit,LUNA/USDT,46.41,73578.63,136550.77,119844.0,0.01,High,151.0,Recently,LUNA,USDT
HitBTC,LUNA/USD,46.5,4779223.95,590843.77,94055.0,0.01,High,217.0,Recently,LUNA,USD
HitBTC,LUNA/BTC,46.55,4854569.26,693934.62,86260.0,0.01,High,205.0,Recently,LUNA,BTC
BitBay,LUNA/USDT,46.88,51568.26,33746.9,63726.0,0.0,High,61.0,Recently,LUNA,USDT
BitBay,LUNA/BTC,46.29,1950.97,2613.7,22891.0,0.0,High,43.0,Recently,LUNA,BTC
BitBay,LUNA/EUR,42.21,458.88,2579.61,553.23,0.0,High,18.0,Recently,LUNA,EUR
Coinone,LUNA/KRW,46.85,694719.53,601606.02,** 10875587,0.0,High,175.0,Recently,LUNA,KRW
Korbit,LUNA/KRW,47.02,179711.08,171825.3,** 430375,0.0,High,142.0,Recently,LUNA,KRW
Tokocrypto,LUNA/USDT,46.54,912777.95,1581128.26,** 502459,0.0,High,355.0,Recently,LUNA,USDT
Tokocrypto,LUNA/BUSD,46.52,646781.9,920367.4,** 194140,0.0,High,356.0,Recently,LUNA,BUSD
Huobi Korea,LUNA/USDT,46.49,975154.39,324760.34,** 140827,0.0,High,332.0,Recently,LUNA,USDT
Huobi Indonesia,LUNA/USDT,46.49,1068326.57,165363.1,** 0.00,0.0,High,336.0,Recently,LUNA,USDT
Mandala Exchange,LUNA/USDT,46.51,34730798.29,27150022.29,** 302626787,0.0,N/A,279.0,Recently,LUNA,USDT
Mandala Exchange,LUNA/BUSD,46.5,2890915.46,12305570.59,** 77182733,0.0,N/A,224.0,Recently,LUNA,BUSD
Mandala Exchange,LUNA/BNB,46.52,22150568.96,96190804.1,** 12468447,0.0,N/A,286.0,Recently,LUNA,BNB
ViperSwap,LUNA/WONE,46.54,-,-,** 142505,0.0,N/A,-,Recently,LUNA,WONE
ViperSwap,LUNA/VIPER,46.37,-,-,** 51112,0.0,N/A,-,Recently,LUNA,VIPER
Satang Pro,LUNA/THB,45.41,10349.47,283.6,** 32054,0.0,High,38.0,Recently,LUNA,THB
GDAC,LUNA/KRW,27.4,185.67,414.84,** 0.00,0.0,High,2.0,Recently,LUNA,KRW
ZT,LUNA/USDT,46.54,12913.58,12481.02,** 59683522,0.0,Low,132.0,Recently,LUNA,USDT
AOFEX,LUNA/USDT,46.53,217118.83,455100.96,** 24251590,0.0,High,211.0,Recently,LUNA,USDT
HOTBIT KOREA,LUNA/BTC,46.81,-,-,** 769986,0.0,N/A,-,Recently,LUNA,BTC
HOTBIT KOREA,LUNA/USDT,46.5,-,-,** 418042,0.0,N/A,-,Recently,LUNA,USDT
Tokenize Xchange,LUNA/SGD,46.42,1047406.73,1707721.48,** 3039,0.0,High,162.0,Recently,LUNA,SGD
Tokenize Xchange,LUNA/USD,46.05,890393.01,1707721.48,** 1178,0.0,High,72.0,Recently,LUNA,USD
BitBay,LUNA/GBP,42.69,149.72,792.0,** 42.69,0.0,High,15.0,9 hours ago,LUNA,GBP
HOTBIT KOREA,LUNA/KRW,16.37,179921.74,171879.97,** 0.00,0.0,High,155.0,Recently,LUNA,KRW
Binance,AVAX/USDT,60.33,1167300.99,1184467.81,293822603.0,32.76,High,674.0,Recently,AVAX,USDT
Binance,AVAX/TRY,60.21,329833.16,162615.69,51901963.0,5.79,High,912.0,Recently,AVAX,TRY
Binance,AVAX/BTC,60.28,415255.24,599203.34,47582497.0,5.31,High,783.0,Recently,AVAX,BTC
Binance,AVAX/BUSD,60.31,304640.25,274194.89,43902590.0,4.9,High,695.0,Recently,AVAX,BUSD
Gate.io,AVAX/USDT,60.25,456033.76,787671.71,36486812.0,4.07,High,384.0,Recently,AVAX,USDT
Huobi Global,AVAX/USDT,60.27,345947.78,343675.94,26368859.0,2.94,Low,338.0,Recently,AVAX,USDT
Coinbase Exchange,AVAX/USD,60.34,529938.61,421570.57,25808040.0,2.88,High,320.0,Recently,AVAX,USD
KuCoin,AVAX/USDT,60.27,469135.43,645832.73,19682606.0,2.19,High,292.0,Recently,AVAX,USDT
Bitfinex,AVAX/USD,60.25,-,-,3411765.0,0.38,N/A,-,Recently,AVAX,USD
Binance,AVAX/EUR,59.74,159103.78,62403.5,3198980.0,0.36,High,538.0,Recently,AVAX,EUR
KuCoin,AVAX/BTC,60.19,85113.81,95689.52,1952946.0,0.22,High,197.0,Recently,AVAX,BTC
Bitfinex,AVAX/UST,60.42,-,-,1704261.0,0.19,N/A,-,Recently,AVAX,UST
Binance,AVAX/BNB,60.26,65275.61,94446.22,1669119.0,0.19,High,927.0,Recently,AVAX,BNB
Coinbase Exchange,AVAX/EUR,60.15,72042.45,94536.8,1026613.0,0.11,High,159.0,Recently,AVAX,EUR
Bittrex,AVAX/USDT,60.63,109671.55,137037.8,988710.0,0.11,High,147.0,Recently,AVAX,USDT
Huobi Global,AVAX/BTC,60.28,79583.77,82624.97,839141.0,0.09,High,217.0,Recently,AVAX,BTC
Coinbase Exchange,AVAX/USDT,60.25,87534.89,85914.62,703106.0,0.08,High,169.0,Recently,AVAX,USDT
Huobi Global,AVAX/ETH,60.32,9489.49,15106.24,411799.0,0.05,High,178.0,Recently,AVAX,ETH
Binance,AVAX/BIDR,60.45,5170.68,4977.81,85310.0,0.01,High,593.0,Recently,AVAX,BIDR
Gate.io,AVAX/ETH,60.0,6641.32,13385.65,37593.0,0.0,High,70.0,Recently,AVAX,ETH
OKEx,AVAX/USDT,60.29,301033.99,445701.03,134608771.0,15.01,Low,399.0,Recently,AVAX,USDT
OKEx,AVAX/BTC,60.26,223392.61,367820.34,32684520.0,3.64,Low,319.0,Recently,AVAX,BTC
OKEx,AVAX/ETH,60.25,138640.85,225427.97,8339997.0,0.93,Moderate,212.0,Recently,AVAX,ETH
Crypto.com Exchange,AVAX/USDT,60.39,514174.44,465610.73,2499384.0,0.28,High,267.0,Recently,AVAX,USDT
WazirX,AVAX/INR,62.29,9114.28,1980.52,869758.0,0.1,High,98.0,Recently,AVAX,INR
LBank,AVAX/USDT,60.34,154198.12,156029.89,584977.0,0.07,Low,87.0,Recently,AVAX,USDT
Crypto.com Exchange,AVAX/BTC,60.34,331204.97,352826.71,572711.0,0.06,High,237.0,Recently,AVAX,BTC
Crypto.com Exchange,AVAX/USDC,60.38,328685.63,269989.49,427363.0,0.05,High,241.0,Recently,AVAX,USDC
Okcoin,AVAX/USD,60.14,36851.74,42860.88,194623.0,0.02,High,149.0,Recently,AVAX,USD
WazirX,AVAX/USDT,60.39,1631.8,2029.33,102361.0,0.01,High,59.0,Recently,AVAX,USDT
Binance TR,AVAX/TRY,60.37,-,-,27292933.0,3.04,N/A,-,Recently,AVAX,TRY
Paribu,AVAX/TRY,59.84,977074.48,163794.86,24298809.0,2.71,High,257.0,Recently,AVAX,TRY
BtcTurk | Pro,AVAX/TRY,59.89,929027.52,545320.12,21363753.0,2.38,High,307.0,Recently,AVAX,TRY
BtcTurk | Pro,AVAX/USDT,60.35,355476.76,328309.5,4091967.0,0.46,High,178.0,Recently,AVAX,USDT
WOO Network,AVAX/USDT,60.39,1866419.99,1025360.68,3521073.0,0.39,High,394.0,Recently,AVAX,USDT
CoinEx,AVAX/USDT,60.3,123330.63,131871.4,1301752.0,0.15,High,218.0,Recently,AVAX,USDT
XT.COM,AVAX/USDT,60.45,9073.25,52867.22,1186507.0,0.13,High,287.0,Recently,AVAX,USDT
KickEX,AVAX/USDT,60.4,40096.52,38133.44,752171.0,0.08,High,98.0,Recently,AVAX,USDT
Paribu,AVAX/USDT,60.19,32787.08,30050.08,344353.0,0.04,High,70.0,Recently,AVAX,USDT
CoinDCX,AVAX/USDT,60.35,11524067.39,126500700.84,339791.0,0.04,High,476.0,Recently,AVAX,USDT
Giottus,AVAX/USDT,60.42,-,-,46551.0,0.01,N/A,-,Recently,AVAX,USDT
CoinDCX,AVAX/BTC,60.36,373009.7,13352881.43,33468.0,0.0,High,443.0,Recently,AVAX,BTC
CoinEx,AVAX/BTC,60.14,7945.91,9753.44,18574.0,0.0,High,80.0,Recently,AVAX,BTC
BitTurk,AVAX/TRY,46.41,-,1424.93,14471.0,0.0,N/A,3.0,Recently,AVAX,TRY
CoinDCX,AVAX/BNB,60.41,1397557.76,6807872.94,996.75,0.0,High,195.0,Recently,AVAX,BNB
DigiFinex,AVAX/USDT,60.44,166725.89,32415.3,23291616.0,2.6,High,390.0,Recently,AVAX,USDT
CoinTiger,AVAX/USDT,60.42,522913.54,442503.46,11193496.0,1.25,Low,323.0,Recently,AVAX,USDT
Hoo,AVAX/USDT,60.34,44224.73,19579.18,7501749.0,0.84,Low,102.0,Recently,AVAX,USDT
BKEX,AVAX/USDT,60.41,23509.76,78373.5,6913605.0,0.77,Low,330.0,Recently,AVAX,USDT
BiONE,AVAX/USDT,60.4,12719.92,19283.9,5119225.0,0.57,Low,101.0,Recently,AVAX,USDT
Bitay,AVAX/USDT,60.44,14498.27,36013.93,3961174.0,0.44,High,268.0,Recently,AVAX,USDT
VCC Exchange,AVAX/USDT,60.28,-,-,2782649.0,0.31,N/A,-,Recently,AVAX,USDT
VCC Exchange,AVAX/BTC,60.41,-,-,2450670.0,0.27,N/A,-,Recently,AVAX,BTC
Pionex,AVAX/USDT,59.87,324710.39,546077.22,2114464.0,0.24,High,254.0,Recently,AVAX,USDT
Hotbit,AVAX/BTC,60.24,44174.1,35475.48,1762316.0,0.2,High,115.0,Recently,AVAX,BTC
BitMart,AVAX/USDT,59.71,9152.81,16667.44,896902.0,0.1,Moderate,78.0,Recently,AVAX,USDT
MEXC,AVAX/USDT,60.31,387002.85,523799.5,844888.0,0.09,High,223.0,Recently,AVAX,USDT
Bibox,AVAX/USDT,61.08,6762.44,3832.17,484392.0,0.05,Low,223.0,Recently,AVAX,USDT
Hotbit,AVAX/USDT,60.27,73504.93,90622.39,307393.0,0.03,High,150.0,Recently,AVAX,USDT
Folgory,AVAX/BTC,60.38,910609.79,1027011.37,195370.0,0.02,High,433.0,Recently,AVAX,BTC
Folgory,AVAX/USDT,59.37,1447207.69,1956735.92,144367.0,0.02,High,519.0,Recently,AVAX,USDT
Coinone,AVAX/KRW,61.58,4193.39,10101.18,** 2732682,0.0,High,8.0,Recently,AVAX,KRW
Tokocrypto,AVAX/USDT,60.31,1203605.86,1497943.49,** 326514,0.0,High,370.0,Recently,AVAX,USDT
Tokocrypto,AVAX/BIDR,60.45,6452.65,8375.91,** 52729,0.0,High,59.0,Recently,AVAX,BIDR
Tokocrypto,AVAX/BUSD,60.35,8010663.26,49130421.45,** 35566,0.0,High,337.0,Recently,AVAX,BUSD
Huobi Korea,AVAX/USDT,60.4,336151.65,376764.51,** 30105,0.0,High,328.0,Recently,AVAX,USDT
Huobi Korea,AVAX/BTC,60.28,73731.17,92461.38,** 1393,0.0,High,216.0,Recently,AVAX,BTC
Huobi Indonesia,AVAX/USDT,60.44,354415.39,376563.03,** 0.00,0.0,High,360.0,Recently,AVAX,USDT
Mandala Exchange,AVAX/USDT,60.37,118029.78,105214.47,** 291220745,0.0,N/A,323.0,Recently,AVAX,USDT
Mandala Exchange,AVAX/BUSD,60.39,417913.09,266560.46,** 43471058,0.0,N/A,250.0,Recently,AVAX,BUSD
CoinW,AVAX/USDT,59.0,49678.76,108577.66,** 32985627,0.0,Low,106.0,Recently,AVAX,USDT
Mandala Exchange,AVAX/BIDR,60.45,4369.07,4977.81,** 84804,0.0,N/A,31.0,Recently,AVAX,BIDR
bit4you,AVAX/USDT,41.29,1718745.15,1184098.37,** 70800,0.0,High,123.0,Recently,AVAX,USDT
Felixo,AVAX/TRY,58.13,4035.09,5300.78,** 25771,0.0,High,61.0,Recently,AVAX,TRY
Zipmex,AVAX/USDT,60.43,41052.55,9985.57,** 12203,0.0,High,129.0,Recently,AVAX,USDT
Giottus,AVAX/INR,57.49,453.65,-,** 0.00,0.0,High,14.0,Recently,AVAX,INR
ZT,AVAX/USDT,60.44,10342.86,10010.95,** 55501836,0.0,Low,131.0,Recently,AVAX,USDT
BHEX (BlueHelix Exchange),AVAX/USDT,60.19,17789.09,31259.14,** 43555527,0.0,Low,102.0,Recently,AVAX,USDT
AOFEX,AVAX/USDT,60.43,173620.82,299371.49,** 20663669,0.0,High,242.0,Recently,AVAX,USDT
Jubi,AVAX/USDT,59.42,-,-,** 96201,0.0,N/A,-,Recently,AVAX,USDT
ZG.com,AVAX/USDT,50.01,-,119.62,** 7.00,0.0,High,1.0,Recently,AVAX,USDT
HOTBIT KOREA,AVAX/KRW,16.72,-,-,** 0.00,0.0,N/A,-,Recently,AVAX,KRW
CoinDCX,AVAX/INR,61.73,1446.33,13233.11,*** 1218948,0.0,High,47.0,Recently,AVAX,INR
Binance,LTC/USDT,179.58,1271447.3,1471900.47,164033281.0,4.46,High,544.0,Recently,LTC,USDT
Coinbase Exchange,LTC/USD,179.76,1643708.29,1461323.84,97784045.0,2.66,High,503.0,Recently,LTC,USD
Huobi Global,LTC/USDT,179.64,705144.06,880895.45,87143849.0,2.37,Low,469.0,Recently,LTC,USDT
FTX,LTC/USD,179.69,3436065.7,3921255.15,61785163.0,1.68,High,591.0,Recently,LTC,USD
FTX,LTC/USDT,179.63,2566594.86,2785648.43,47706418.0,1.3,High,462.0,Recently,LTC,USDT
Binance,LTC/BTC,179.62,598128.51,857614.25,39940588.0,1.09,High,843.0,Recently,LTC,BTC
Bithumb,LTC/KRW,183.61,279530.9,326989.68,28723832.0,0.78,High,215.0,Recently,LTC,KRW
Gate.io,LTC/USDT,179.68,665713.93,818323.17,26053031.0,0.71,High,337.0,Recently,LTC,USDT
Bitfinex,LTC/USD,179.6,2545533.99,2270388.39,25998257.0,0.71,High,406.0,Recently,LTC,USD
Binance,LTC/BUSD,179.72,672082.82,659169.03,21818875.0,0.59,High,547.0,Recently,LTC,BUSD
KuCoin,LTC/USDT,179.65,1268284.25,908885.42,17706954.0,0.48,High,418.0,Recently,LTC,USDT
FTX US,LTC/USD,179.41,3207929.92,3083437.23,17331008.0,0.47,High,328.0,Recently,LTC,USD
FTX US,LTC/USDT,179.36,3352197.05,3058805.77,13593435.0,0.37,High,332.0,Recently,LTC,USDT
Coinbase Exchange,LTC/BTC,179.62,583856.8,833566.73,13517945.0,0.37,High,376.0,Recently,LTC,BTC
Kraken,LTC/USD,179.64,1229180.74,1599447.17,13223091.0,0.36,High,538.0,Recently,LTC,USD
Huobi Global,LTC/BTC,179.51,308685.71,316891.12,10380648.0,0.28,Moderate,356.0,Recently,LTC,BTC
Gemini,LTC/USD,179.77,1178432.08,1311461.94,9609841.0,0.26,High,319.0,Recently,LTC,USD
Binance,LTC/ETH,179.61,184912.0,319410.74,7796997.0,0.21,High,587.0,Recently,LTC,ETH
Bitstamp,LTC/USD,179.66,748978.28,844999.69,7600679.0,0.21,High,302.0,Recently,LTC,USD
Coinbase Exchange,LTC/EUR,179.36,407868.11,479685.03,6914720.0,0.19,High,301.0,Recently,LTC,EUR
Gate.io,LTC/USD,179.69,63227.3,114265.25,6545873.0,0.18,High,180.0,Recently,LTC,USD
Poloniex,LTC/BTC,179.62,160993.61,167801.66,5144314.0,0.14,High,414.0,Recently,LTC,BTC
Bitfinex,LTC/BTC,179.6,1042820.28,964027.01,4550618.0,0.12,High,308.0,Recently,LTC,BTC
FTX US,LTC/BTC,179.46,3242679.24,3179243.77,4472591.0,0.12,High,229.0,Recently,LTC,BTC
Binance.US,LTC/USD,179.76,213591.97,448374.46,4201453.0,0.11,High,832.0,Recently,LTC,USD
Coinbase Exchange,LTC/GBP,179.37,484047.57,282970.05,4175325.0,0.11,High,286.0,Recently,LTC,GBP
Binance,LTC/EUR,177.56,126518.6,69514.98,4072004.0,0.11,High,837.0,Recently,LTC,EUR
Kraken,LTC/XBT,179.51,697361.34,950310.23,3791572.0,0.1,High,378.0,Recently,LTC,XBT
Bitstamp,LTC/EUR,179.41,527180.84,667603.33,3548521.0,0.1,High,240.0,Recently,LTC,EUR
FTX,LTC/BTC,179.31,2567603.6,2318291.55,3432362.0,0.09,High,233.0,Recently,LTC,BTC
Binance.US,LTC/USDT,179.15,197391.28,291086.15,3283386.0,0.09,High,857.0,Recently,LTC,USDT
Kraken,LTC/EUR,179.37,941277.73,753587.4,3059619.0,0.08,High,485.0,Recently,LTC,EUR
Bitfinex,LTC/UST,179.03,1107825.55,1287330.36,3048522.0,0.08,High,341.0,Recently,LTC,UST
Binance,LTC/USDC,179.03,104399.11,106189.16,2146172.0,0.06,High,842.0,Recently,LTC,USDC
Binance,LTC/BNB,179.57,89465.15,177913.85,2026454.0,0.06,High,713.0,Recently,LTC,BNB
Binance.US,LTC/BTC,179.65,95950.14,405594.27,1728759.0,0.05,High,594.0,Recently,LTC,BTC
